company_name,rating,bio,salary,job,founded_in,field,other
HDB Financial Services,3.9,NBFC | Mumbai +1090 other locations,50200.0,203.0,2007 (19 yrs old),NBFC,Mumbai +1090 other locations
Larsen & Toubro Limited,3.9,Engineering & Construction | Mumbai +754 other locations,24000.0,78.0,,Engineering & Construction,Mumbai +754 other locations
Deloitte,3.7,Management Consulting | Mumbai +187 other locations,250000.0,1500.0,1845 (181 yrs old),Management Consulting,Mumbai +187 other locations
Kotak Mahindra Bank,3.6,Banking | Mumbai +681 other locations,87000.0,80.0,,Banking,Mumbai +681 other locations
Reliance Industries,4.0,Oil & Gas | Mumbai +812 other locations,72400.0,58.0,1977 (49 yrs old),Oil & Gas,Mumbai +812 other locations
Vodafone Idea,3.9,Telecom | Mumbai +704 other locations,50300.0,30.0,2018 (8 yrs old),Telecom,Mumbai +704 other locations
Bharti Airtel,3.8,Telecom | Mumbai +789 other locations,49000.0,120.0,1952 (74 yrs old),Telecom,Mumbai +789 other locations
BYJU'S,3.2,EdTech | Mumbai +321 other locations,53600.0,78.0,2011 (15 yrs old),EdTech,Mumbai +321 other locations
WNS,3.3,IT Services & Consulting | Mumbai +65 other locations,69800.0,82.0,1996 (30 yrs old),IT Services & Consulting,Mumbai +65 other locations
Tata Motors,4.1,Automobile | Mumbai +506 other locations,42500.0,172.0,1945 (81 yrs old),Automobile,Mumbai +506 other locations
IDFC FIRST Bank,3.9,Banking | Mumbai +712 other locations,48500.0,32.0,,Banking,Mumbai +712 other locations
Ernst & Young,3.4,Management Consulting | Mumbai +132 other locations,24000.0,78.0,,Management Consulting,Mumbai +132 other locations
IndusInd Bank,3.4,Banking | Mumbai +788 other locations,51700.0,141.0,,Banking,Mumbai +788 other locations
AU Small Finance Bank,3.9,Banking | Mumbai +783 other locations,28700.0,44.0,1996 (30 yrs old),Banking,Mumbai +783 other locations
Flipkart,3.9,Internet | Mumbai +560 other locations,53900.0,179.0,2007 (19 yrs old),Internet,Mumbai +560 other locations
Bajaj Finserv,3.9,NBFC | Mumbai +1162 other locations,30000.0,4.0,2007 (19 yrs old),NBFC,Mumbai +1162 other locations
Muthoot FinCorp,4.5,NBFC | Mumbai +1087 other locations,9000.0,43.0,,NBFC,Mumbai +1087 other locations
PwC,3.3,Management Consulting | Mumbai +133 other locations,120000.0,899.0,1880 (146 yrs old),Management Consulting,Mumbai +133 other locations
Mahindra & Mahindra,4.0,Automobile | Mumbai +562 other locations,24000.0,78.0,,Automobile,Mumbai +562 other locations
DXC Technology,3.6,IT Services & Consulting | Mumbai +133 other locations,72800.0,198.0,2017 (9 yrs old),IT Services & Consulting,Mumbai +133 other locations
Infosys BPM,3.5,BPO | Mumbai +95 other locations,72500.0,98.0,2002 (24 yrs old),BPO,Mumbai +95 other locations
HDFC Life,3.9,Insurance | Mumbai +698 other locations,32900.0,119.0,,Insurance,Mumbai +698 other locations
Bandhan Bank,3.7,Banking | Mumbai +995 other locations,25300.0,13.0,,Banking,Mumbai +995 other locations
Conneqt Business Solutions,3.6,BPO | Mumbai +266 other locations,26400.0,361.0,2002 (24 yrs old),BPO,Mumbai +266 other locations
Mphasis,3.3,IT Services & Consulting | Mumbai +63 other locations,73200.0,47.0,1998 (28 yrs old),IT Services & Consulting,Mumbai +63 other locations
Yes Bank,3.6,Banking | Mumbai +540 other locations,43400.0,141.0,2004 (22 yrs old),Banking,Mumbai +540 other locations
Tata Steel,4.0,Iron & Steel | Mumbai +229 other locations,33800.0,78.0,1907 (119 yrs old),Iron & Steel,Mumbai +229 other locations
Quess,3.8,Recruitment | Mumbai +741 other locations,30500.0,9.0,2007 (19 yrs old),Recruitment,Mumbai +741 other locations
Maruti Suzuki,4.2,Automobile | Mumbai +451 other locations,28400.0,132.0,1981 (45 yrs old),Automobile,Mumbai +451 other locations
Startek,3.1,BPO | Mumbai +105 other locations,24400.0,130.0,2017 (9 yrs old),BPO,Mumbai +105 other locations
Asian Paints,4.0,Chemicals | Mumbai +548 other locations,25200.0,66.0,,Chemicals,Mumbai +548 other locations
UltraTech Cement,4.1,Building Material | Mumbai +534 other locations,24300.0,27.0,1983 (43 yrs old),Building Material,Mumbai +534 other locations
Paytm,3.2,FinTech | Mumbai +418 other locations,33900.0,718.0,,FinTech,Mumbai +418 other locations
Shriram Finance,4.0,NBFC | Mumbai +1111 other locations,15300.0,8.0,1979 (47 yrs old),NBFC,Mumbai +1111 other locations
Bajaj Finance,3.9,NBFC | Mumbai +967 other locations,22700.0,7000.0,1987 (39 yrs old),NBFC,Mumbai +967 other locations
Equitas Small Finance Bank,4.4,Banking | Mumbai +479 other locations,13400.0,15.0,,Banking,Mumbai +479 other locations
Sutherland Global Services,3.4,BPO | Mumbai +82 other locations,34400.0,250.0,,BPO,Mumbai +82 other locations
EXL Service,3.6,Analytics & KPO | Mumbai +63 other locations,44100.0,1500.0,,Analytics & KPO,Mumbai +63 other locations
Cipla,4.1,Pharma | Mumbai +291 other locations,26000.0,66.0,1935 (91 yrs old),Pharma,Mumbai +291 other locations
Samsung,3.9,Consumer Electronics & Appliances | Mumbai +579 other locations,26200.0,27.0,1969 (57 yrs old),Consumer Electronics & Appliances,Mumbai +579 other locations
Ericsson,3.9,Telecom | Mumbai +162 other locations,42500.0,70.0,,Telecom,Mumbai +162 other locations
Wells Fargo,3.7,Financial Services | Mumbai +28 other locations,55200.0,168.0,,Financial Services,Mumbai +28 other locations
Dr. Reddy's,4.0,Pharma | Mumbai +214 other locations,24000.0,78.0,,Pharma,Mumbai +214 other locations
Optum Global Solutions,4.0,IT Services & Consulting | Mumbai +68 other locations,48400.0,73.0,2002 (24 yrs old),IT Services & Consulting,Mumbai +68 other locations
Delhivery,3.8,Logistics | Mumbai +752 other locations,21300.0,179.0,2011 (15 yrs old),Logistics,Mumbai +752 other locations
ICICI Prudential Life Insurance,4.0,Insurance | Mumbai +505 other locations,22500.0,513.0,2000 (26 yrs old),Insurance,Mumbai +505 other locations
JPMorgan Chase & Co.,3.8,Financial Services | Mumbai +55 other locations,24000.0,78.0,,Financial Services,Mumbai +55 other locations
JSW Steel,3.9,Iron & Steel | Mumbai +193 other locations,30400.0,108.0,1982 (44 yrs old),Iron & Steel,Mumbai +193 other locations
HGS,3.7,BPO | Mumbai +121 other locations,20900.0,18.0,2000 (26 yrs old),BPO,Mumbai +121 other locations
Jana Small Finance Bank,3.8,Banking | Mumbai +419 other locations,14200.0,54.0,2006 (20 yrs old),Banking,Mumbai +419 other locations
Sun Pharmaceutical Industries,4.1,Pharma | Mumbai +265 other locations,23500.0,287.0,,Pharma,Mumbai +265 other locations
Ujjivan Small Finance Bank,4.0,Banking | Mumbai +533 other locations,12800.0,136.0,2017 (9 yrs old),Banking,Mumbai +533 other locations
Hexaware Technologies,3.4,IT Services & Consulting | Mumbai +67 other locations,53100.0,636.0,1990 (36 yrs old),IT Services & Consulting,Mumbai +67 other locations
Amazon Development Centre India,3.8,Internet | Mumbai +146 other locations,24000.0,78.0,,Internet,Mumbai +146 other locations
Lupin,4.1,Pharma | Mumbai +202 other locations,22500.0,33.0,,Pharma,Mumbai +202 other locations
Zydus Lifesciences,3.9,Pharma | Mumbai +177 other locations,19900.0,21.0,1952 (74 yrs old),Pharma,Mumbai +177 other locations
L&T Construction,4.0,Engineering & Construction | Mumbai +433 other locations,24000.0,78.0,,Engineering & Construction,Mumbai +433 other locations
Ekart Logistics,3.9,Logistics | Mumbai +737 other locations,15800.0,78.0,2009 (17 yrs old),Logistics,Mumbai +737 other locations
Hindustan Unilever,4.2,FMCG | Mumbai +531 other locations,20000.0,48.0,1872 (154 yrs old),FMCG,Mumbai +531 other locations
KPMG India,3.4,Management Consulting | Mumbai +111 other locations,64700.0,61.0,1993 (33 yrs old),Management Consulting,Mumbai +111 other locations
ITC,3.9,FMCG | Mumbai +375 other locations,24400.0,77.0,1910 (116 yrs old),FMCG,Mumbai +375 other locations
Axis Max Life Insurance,4.0,Insurance | Mumbai +494 other locations,20000.0,143.0,2000 (26 yrs old),Insurance,Mumbai +494 other locations
Megha Engineering & Infrastructures,3.9,Engineering & Construction | Mumbai +405 other locations,24000.0,78.0,,Engineering & Construction,Mumbai +405 other locations
Tata Projects,4.2,Engineering & Construction | Mumbai +285 other locations,22100.0,29.0,,Engineering & Construction,Mumbai +285 other locations
Coforge,3.2,IT Services & Consulting | Mumbai +104 other locations,48500.0,128.0,,IT Services & Consulting,Mumbai +104 other locations
FIS,3.8,FinTech | Mumbai +61 other locations,38700.0,122.0,,FinTech,Mumbai +61 other locations
L&T Technology Services,3.1,IT Services & Consulting | Mumbai +93 other locations,24000.0,78.0,,IT Services & Consulting,Mumbai +93 other locations
Bajaj Life Insurance,3.9,Insurance | Mumbai +607 other locations,24000.0,78.0,,Insurance,Mumbai +607 other locations
Cholamandalam Investment & Finance,3.8,Financial Services | Mumbai +840 other locations,24000.0,78.0,,Financial Services,Mumbai +840 other locations
IIFL Finance,4.0,NBFC | Mumbai +801 other locations,14200.0,73.0,1995 (31 yrs old),NBFC,Mumbai +801 other locations
Oracle,3.5,Software Product | Mumbai +56 other locations,62500.0,1200.0,1977 (49 yrs old),Software Product,Mumbai +56 other locations
Indian Army,4.7,Defence & Aerospace | Mumbai +364 other locations,9600.0,78.0,1895 (131 yrs old),Defence & Aerospace,Mumbai +364 other locations
Omega Healthcare,3.8,BPO | Mumbai +69 other locations,26200.0,129.0,2003 (23 yrs old),BPO,Mumbai +69 other locations
Muthoot Finance,3.7,NBFC | Mumbai +783 other locations,13000.0,93.0,,NBFC,Mumbai +783 other locations
JLL,4.1,Real Estate | Mumbai +85 other locations,24200.0,241.0,1999 (27 yrs old),Real Estate,Mumbai +85 other locations
eClerx,3.1,IT Services & Consulting | Mumbai +32 other locations,31700.0,233.0,2000 (26 yrs old),IT Services & Consulting,Mumbai +32 other locations
HCL Group,3.5,IT Services & Consulting | Mumbai +97 other locations,370000.0,165.0,,IT Services & Consulting,Mumbai +97 other locations
Piramal Finance,4.2,NBFC | Mumbai +424 other locations,12700.0,5.0,10k-50k,NBFC,Mumbai +424 other locations
Virtusa Consulting Services,3.7,IT Services & Consulting | Mumbai +55 other locations,56300.0,1300.0,1996 (30 yrs old),IT Services & Consulting,Mumbai +55 other locations
DMart,3.9,Retail | Mumbai +246 other locations,18500.0,177.0,2002 (24 yrs old),Retail,Mumbai +246 other locations
HSBC Group,3.9,Financial Services | Mumbai +63 other locations,42600.0,130.0,1865 (161 yrs old),Financial Services,Mumbai +63 other locations
Indiamart Intermesh,3.5,Internet | Mumbai +173 other locations,20000.0,532.0,1996 (30 yrs old),Internet,Mumbai +173 other locations
Udaan,3.9,Internet | Mumbai +368 other locations,15600.0,5.0,,Internet,Mumbai +368 other locations
SMFG India Credit,3.9,NBFC | Mumbai +594 other locations,11000.0,81.0,2007 (19 yrs old),NBFC,Mumbai +594 other locations
Aurobindo Pharma,4.0,Pharma | Mumbai +115 other locations,20700.0,23.0,1986 (40 yrs old),Pharma,Mumbai +115 other locations
Access Healthcare,3.7,BPO | Mumbai +64 other locations,28400.0,503.0,2011 (15 yrs old),BPO,Mumbai +64 other locations
Siemens,3.9,Industrial Automation | Mumbai +152 other locations,33500.0,134.0,,Industrial Automation,Mumbai +152 other locations
BigBasket,3.9,Internet | Mumbai +138 other locations,19100.0,104.0,,Internet,Mumbai +138 other locations
Manappuram Finance,3.9,NBFC | Mumbai +649 other locations,9100.0,6.0,1949 (77 yrs old),NBFC,Mumbai +649 other locations
Firstsource Solutions,3.5,BPO | Mumbai +74 other locations,24000.0,139.0,2001 (25 yrs old),BPO,Mumbai +74 other locations
Shapoorji Pallonji Group,4.1,Engineering & Construction | Mumbai +188 other locations,24000.0,78.0,,Engineering & Construction,Mumbai +188 other locations
Tata Capital,4.0,NBFC | Mumbai +438 other locations,15700.0,3100.0,2007 (19 yrs old),NBFC,Mumbai +438 other locations
GlobalLogic,3.5,IT Services & Consulting | Mumbai +60 other locations,40500.0,46.0,2000 (26 yrs old),IT Services & Consulting,Mumbai +60 other locations
ICICI Lombard General Insurance Company,3.5,Insurance | Mumbai +311 other locations,24000.0,78.0,,Insurance,Mumbai +311 other locations
Standard Chartered,3.6,Banking | Mumbai +68 other locations,42000.0,78.0,1853 (173 yrs old),Banking,Mumbai +68 other locations
Mahindra Finance,3.9,NBFC | Mumbai +730 other locations,12000.0,390.0,1991 (35 yrs old),NBFC,Mumbai +730 other locations
PolicyBazaar,3.7,Internet | Mumbai +149 other locations,17100.0,434.0,,Internet,Mumbai +149 other locations
Bosch Global Software Technologies,3.7,IT Services & Consulting | Mumbai +47 other locations,39900.0,14.0,1997 (29 yrs old),IT Services & Consulting,Mumbai +47 other locations
Apollo Hospitals,4.1,Healthcare | Mumbai +229 other locations,16400.0,168.0,1983 (43 yrs old),Healthcare,Mumbai +229 other locations
UST,3.7,IT Services & Consulting | Mumbai +50 other locations,39400.0,142.0,,IT Services & Consulting,Mumbai +50 other locations
Ashok Leyland,4.0,Automobile | Mumbai +259 other locations,18700.0,78.0,1948 (78 yrs old),Automobile,Mumbai +259 other locations
Citicorp,3.7,Financial Services | Mumbai +68 other locations,51900.0,78.0,1997 (29 yrs old),Financial Services,Mumbai +68 other locations
Swiggy,3.7,Internet | Mumbai +230 other locations,22800.0,281.0,2014 (12 yrs old),Internet,Mumbai +230 other locations
Hero MotoCorp,4.1,Automobile | Mumbai +366 other locations,15700.0,78.0,1984 (42 yrs old),Automobile,Mumbai +366 other locations
Cyient,3.6,IT Services & Consulting | Mumbai +48 other locations,27300.0,78.0,1991 (35 yrs old),IT Services & Consulting,Mumbai +48 other locations
CGI Group,4.0,IT Services & Consulting | Mumbai +43 other locations,45200.0,655.0,1976 (50 yrs old),IT Services & Consulting,Mumbai +43 other locations
SBI Cards & Payment Services,3.6,Financial Services | Mumbai +436 other locations,24000.0,78.0,,Financial Services,Mumbai +436 other locations
Kalpataru Projects International,4.2,Engineering & Construction | Mumbai +321 other locations,13600.0,1.0,1981 (45 yrs old),Engineering & Construction,Mumbai +321 other locations
JustDial,3.5,Internet | Mumbai +229 other locations,15400.0,53.0,1996 (30 yrs old),Internet,Mumbai +229 other locations
BNY,3.7,Financial Services | Mumbai +25 other locations,30600.0,1.0,1784 (242 yrs old),Financial Services,Mumbai +25 other locations
IQVIA,3.7,Clinical Research | Mumbai +64 other locations,30600.0,20.0,10k-50k,Clinical Research,Mumbai +64 other locations
Nagarjuna Construction Company,4.0,Engineering & Construction | Mumbai +295 other locations,12000.0,11.0,1998 (28 yrs old),Engineering & Construction,Mumbai +295 other locations
NTT Data,3.8,IT Services & Consulting | Mumbai +81 other locations,35700.0,181.0,1988 (38 yrs old),IT Services & Consulting,Mumbai +81 other locations
SBI Life Insurance Company,3.7,Insurance | Mumbai +655 other locations,11700.0,6.0,2001 (25 yrs old),Insurance,Mumbai +655 other locations
CBRE,4.1,Real Estate | Mumbai +91 other locations,18700.0,19.0,1906 (120 yrs old),Real Estate,Mumbai +91 other locations
TVS Motor,3.9,Automobile | Mumbai +349 other locations,15800.0,64.0,1979 (47 yrs old),Automobile,Mumbai +349 other locations
Schneider Electric,4.2,Industrial Automation | Mumbai +119 other locations,24400.0,24.0,1999 (27 yrs old),Industrial Automation,Mumbai +119 other locations
Persistent Systems,3.6,IT Services & Consulting | Mumbai +41 other locations,44400.0,235.0,,IT Services & Consulting,Mumbai +41 other locations
State Bank of India,3.8,Banking | Mumbai +618 other locations,11600.0,10.0,1806 (220 yrs old),Banking,Mumbai +618 other locations
vivo,4.1,Consumer Electronics & Appliances | Mumbai +414 other locations,12900.0,11.0,2009 (17 yrs old),Consumer Electronics & Appliances,Mumbai +414 other locations
Atos,3.8,IT Services & Consulting | Mumbai +49 other locations,34100.0,91.0,2000 (26 yrs old),IT Services & Consulting,Mumbai +49 other locations
Ecom Express,4.0,Logistics | Mumbai +775 other locations,9500.0,78.0,2012 (14 yrs old),Logistics,Mumbai +775 other locations
Eviden,3.6,IT Services & Consulting | Mumbai +39 other locations,28000.0,8.0,1k-5k,IT Services & Consulting,Mumbai +39 other locations
KEC International,4.0,Engineering & Construction | Mumbai +313 other locations,13300.0,6.0,1945 (81 yrs old),Engineering & Construction,Mumbai +313 other locations
Amdocs,3.6,Software Product | Mumbai +23 other locations,37400.0,11.0,1982 (44 yrs old),Software Product,Mumbai +23 other locations
JBM Group,3.9,Auto Components | Mumbai +117 other locations,13900.0,45.0,,Auto Components,Mumbai +117 other locations
Nagarro,3.9,IT Services & Consulting | Mumbai +49 other locations,32000.0,945.0,1996 (30 yrs old),IT Services & Consulting,Mumbai +49 other locations
Varun Beverages,4.0,Beverage | Mumbai +379 other locations,12000.0,41.0,1995 (31 yrs old),Beverage,Mumbai +379 other locations
ITC Infotech,3.7,IT Services & Consulting | Mumbai +67 other locations,29500.0,78.0,2000 (26 yrs old),IT Services & Consulting,Mumbai +67 other locations
Home Credit Finance,4.0,NBFC | Mumbai +136 other locations,9400.0,96.0,2012 (14 yrs old),NBFC,Mumbai +136 other locations
Bosch,4.1,Auto Components | Mumbai +130 other locations,20700.0,78.0,1886 (140 yrs old),Auto Components,Mumbai +130 other locations
Randstad,3.7,Recruitment | Mumbai +352 other locations,16400.0,8.0,1992 (34 yrs old),Recruitment,Mumbai +352 other locations
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Mumbai +56 other locations,24000.0,78.0,,IT Services & Consulting,Mumbai +56 other locations
Hewlett Packard Enterprise,4.1,IT Services & Consulting | Mumbai +103 other locations,27100.0,220.0,2015 (11 yrs old),IT Services & Consulting,Mumbai +103 other locations
Utkarsh Small Finance Bank,3.6,Banking | Mumbai +407 other locations,10800.0,26.0,2009 (17 yrs old),Banking,Mumbai +407 other locations
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Mumbai +291 other locations,13100.0,76.0,,Fashion & Textile,Mumbai +291 other locations
Mahindra Logistics,3.7,Logistics | Mumbai +233 other locations,280000.0,383.0,1986 (40 yrs old),Logistics,Mumbai +233 other locations
L&T Finance,3.9,NBFC | Mumbai +634 other locations,24000.0,78.0,,NBFC,Mumbai +634 other locations
OPPO,3.9,Consumer Electronics & Appliances | Mumbai +410 other locations,11800.0,10.0,2004 (22 yrs old),Consumer Electronics & Appliances,Mumbai +410 other locations
Dell,3.8,Consumer Electronics & Appliances | Mumbai +117 other locations,28700.0,16.0,1984 (42 yrs old),Consumer Electronics & Appliances,Mumbai +117 other locations
CARS24,3.4,Internet | Mumbai +173 other locations,24000.0,78.0,,Internet,Mumbai +173 other locations
Havells,3.9,Electrical Equipment | Mumbai +260 other locations,15500.0,34.0,1983 (43 yrs old),Electrical Equipment,Mumbai +260 other locations
Intas Pharmaceuticals,4.1,Pharma | Mumbai +148 other locations,17300.0,54.0,1977 (49 yrs old),Pharma,Mumbai +148 other locations
R1 RCM,3.8,BPO | Mumbai +46 other locations,21100.0,163.0,2007 (19 yrs old),BPO,Mumbai +46 other locations
Tata AIA Life Insurance,3.9,Insurance | Mumbai +442 other locations,14100.0,680.0,2001 (25 yrs old),Insurance,Mumbai +442 other locations
Hyundai Motor India Limited,4.1,Automobile | Mumbai +287 other locations,13800.0,3.0,1967 (59 yrs old),Automobile,Mumbai +287 other locations
Deutsche Bank,3.8,Banking | Mumbai +42 other locations,36000.0,391.0,1870 (156 yrs old),Banking,Mumbai +42 other locations
Hetero,3.9,Pharma | Mumbai +67 other locations,15000.0,141.0,,Pharma,Mumbai +67 other locations
Motilal Oswal Financial Services,3.7,Financial Services | Mumbai +168 other locations,12900.0,45.0,,Financial Services,Mumbai +168 other locations
Team Lease,3.9,Recruitment | Mumbai +397 other locations,16000.0,78.0,2016 (10 yrs old),Recruitment,Mumbai +397 other locations
Berger Paints,3.7,Chemicals | Mumbai +353 other locations,10000.0,131.0,,Chemicals,Mumbai +353 other locations
VE Commercial Vehicles,3.9,Automobile | Mumbai +179 other locations,14100.0,8.0,2008 (18 yrs old),Automobile,Mumbai +179 other locations
Lenskart,3.3,Internet | Mumbai +240 other locations,13200.0,126.0,,Internet,Mumbai +240 other locations
Thermax Limited,4.2,Industrial Machinery | Mumbai +251 other locations,24000.0,78.0,,Industrial Machinery,Mumbai +251 other locations
Bajaj Auto,3.8,Automobile | Mumbai +317 other locations,14500.0,78.0,1945 (81 yrs old),Automobile,Mumbai +317 other locations
Macleods Pharmaceuticals,3.7,Pharma | Mumbai +133 other locations,15500.0,10.0,1986 (40 yrs old),Pharma,Mumbai +133 other locations
Aakash Educational Services,3.2,Education & Training | Mumbai +244 other locations,13600.0,71.0,1988 (38 yrs old),Education & Training,Mumbai +244 other locations
Kogta Financial India Limited,4.7,NBFC | Mumbai +259 other locations,1900.0,115.0,1996 (30 yrs old),NBFC,Mumbai +259 other locations
Jubilant Foods Works,3.7,Hospitality | Mumbai +261 other locations,9200.0,192.0,1995 (31 yrs old),Hospitality,Mumbai +261 other locations
LG Electronics,3.9,Consumer Electronics & Appliances | Mumbai +298 other locations,11000.0,78.0,1958 (68 yrs old),Consumer Electronics & Appliances,Mumbai +298 other locations
Royal Enfield,4.2,Automobile | Mumbai +372 other locations,14800.0,20.0,1901 (125 yrs old),Automobile,Mumbai +372 other locations
Hindalco Industries,4.2,Metals & Mining | Mumbai +127 other locations,12400.0,4.0,1958 (68 yrs old),Metals & Mining,Mumbai +127 other locations
Jindal Steel Limited,3.9,Iron & Steel | Mumbai +172 other locations,15400.0,31.0,1979 (47 yrs old),Iron & Steel,Mumbai +172 other locations
John Deere,4.0,Industrial Machinery | Mumbai +155 other locations,15200.0,1.0,2001 (25 yrs old),Industrial Machinery,Mumbai +155 other locations
Tata Communications,3.9,Telecom | Mumbai +102 other locations,23500.0,33.0,1986 (40 yrs old),Telecom,Mumbai +102 other locations
HDFC Ergo General Insurance,4.0,Insurance | Mumbai +324 other locations,12000.0,10.0,2002 (24 yrs old),Insurance,Mumbai +324 other locations
DCB Bank,3.8,Banking | Mumbai +341 other locations,9500.0,11.0,,Banking,Mumbai +341 other locations
State Street Corporation,3.5,Financial Services | Mumbai +34 other locations,31400.0,8.0,1792 (234 yrs old),Financial Services,Mumbai +34 other locations
RBL Bank,3.5,Banking | Mumbai +284 other locations,18300.0,53.0,1943 (83 yrs old),Banking,Mumbai +284 other locations
Cummins,4.3,Industrial Machinery | Mumbai +114 other locations,15500.0,8.0,1919 (107 yrs old),Industrial Machinery,Mumbai +114 other locations
Oyo Rooms,3.1,Internet | Mumbai +121 other locations,14400.0,127.0,2012 (14 yrs old),Internet,Mumbai +121 other locations
Pidilite Industries,4.2,Chemicals | Mumbai +312 other locations,11400.0,3.0,,Chemicals,Mumbai +312 other locations
Alembic Pharmaceuticals,3.9,Pharma | Mumbai +187 other locations,15300.0,72.0,1907 (119 yrs old),Pharma,Mumbai +187 other locations
Reliance Communications,4.0,Telecom | Mumbai +467 other locations,9600.0,78.0,2002 (24 yrs old),Telecom,Mumbai +467 other locations
Bank of America,4.1,Banking | Mumbai +35 other locations,28100.0,78.0,1998 (28 yrs old),Banking,Mumbai +35 other locations
Carelon Global Solutions,3.9,IT Services & Consulting | Mumbai +21 other locations,26600.0,19.0,10k-50k,IT Services & Consulting,Mumbai +21 other locations
Publicis Sapient,3.4,IT Services & Consulting | Mumbai +46 other locations,30900.0,254.0,,IT Services & Consulting,Mumbai +46 other locations
PVR INOX,3.9,Media & Entertainment | Mumbai +150 other locations,24000.0,78.0,,Media & Entertainment,Mumbai +150 other locations
Viatris,4.1,Pharma | Mumbai +80 other locations,14200.0,4.0,,Pharma,Mumbai +80 other locations
Subros,3.8,Auto Components | Mumbai +88 other locations,12500.0,1.0,1985 (41 yrs old),Auto Components,Mumbai +88 other locations
American Express,4.1,Financial Services | Mumbai +53 other locations,24400.0,149.0,1850 (176 yrs old),Financial Services,Mumbai +53 other locations
XpressBees,4.2,Logistics | Mumbai +474 other locations,8200.0,10.0,2015 (11 yrs old),Logistics,Mumbai +474 other locations
Automatic Data Processing (ADP),3.9,Software Product | Mumbai +40 other locations,24000.0,78.0,,Software Product,Mumbai +40 other locations
PNB MetLife,3.4,Insurance | Mumbai +423 other locations,8000.0,15.0,2001 (25 yrs old),Insurance,Mumbai +423 other locations
Kyndryl,3.9,IT Services & Consulting | Mumbai +37 other locations,26100.0,35.0,,IT Services & Consulting,Mumbai +37 other locations
Escorts Kubota Limited,4.1,Automobile | Mumbai +155 other locations,13300.0,3.0,,Automobile,Mumbai +155 other locations
Aditya Birla Sun Life Insurance,4.0,Insurance | Mumbai +488 other locations,9900.0,78.0,2000 (26 yrs old),Insurance,Mumbai +488 other locations
Grasim Industries,4.0,Building Material | Mumbai +241 other locations,12700.0,4.0,1947 (79 yrs old),Building Material,Mumbai +241 other locations
Aditya Birla Capital,3.8,NBFC | Mumbai +338 other locations,14300.0,3.0,2017 (9 yrs old),NBFC,Mumbai +338 other locations
Maersk,4.0,Logistics | Mumbai +49 other locations,18900.0,32.0,,Logistics,Mumbai +49 other locations
